master_cpd_id	cpd_name	broad_cpd_id	top_test_conc_umol	cpd_status	inclusion_rationale	gene_symbol_of_protein_target	target_or_activity_of_compound	source_name	source_catalog_id	cpd_smiles	treatmentid
660139	BRD-K79669418	BRD-K79669418	66	probe	outreach	MDM2;MDM4	inhibitor of MDM4-p53 interaction	Dana Farber Cancer Institute		CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@](C)(CCCCCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O	BRD-K79669418
660140	BRD-K99584050	BRD-K99584050	66	probe	outreach		stapled helical peptide	Dana Farber Cancer Institute		CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	BRD-K99584050
660145	BRD-A71883111	BRD-A71883111	33	probe	lit-search	IDH1	putative inhibitor of IDH1 R132H	Broad Institute of MIT and Harvard		Fc1cccc(c1)N(C(C(=O)NC1CCCCC1)c1ccccc1Cl)C(=O)Cc1cccs1	BRD-A71883111
660172	navitoclax:birinapant (1:1 mol/mol)	BRD-M41956198	33	probe	combination	BCL2;BCL2L1;BCL2L2;DIABLO;XIAP	inhibitor of BCL2, BCL-xL, and BCL-W;SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)			CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1cc2c(C[C@@H]3C[C@H](O)CN3C(=O)[C@H](CC)NC(=O)[C@H](C)NC)cc(F)cc2[nH]1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:birinapant (1:1 mol/mol)
660173	ISOX:bortezomib (250:1 mol/mol)	BRD-M94091398	17	probe	combination	HDAC6;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of HDAC6;inhibitor of 26S proteasome			CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O.CC(C)(C)OC(=O)Nc1ccc(cc1)-c1cc(no1)C(=O)NCCCCCCC(=O)NO	ISOX:bortezomib (250:1 mol/mol)
660174	selumetinib:GDC-0941 (4:1 mol/mol)	BRD-M25329837	170	probe	combination	MAP2K1;MAP2K2;PIK3CA;PIK3CB;PIK3CD;PIK3CG	inhibitor of MEK1 and MEK2;inhibitor of PI3K kinase activity			Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO.CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1	selumetinib:GDC-0941 (4:1 mol/mol)
660175	selumetinib:tretinoin (2:1 mol/mol)	BRD-M45185124	200	probe	combination	MAP2K1;MAP2K2;RARA;RARB;RARG	inhibitor of MEK1 and MEK2;agonist of retinoid acid receptors			CC(=C/CO)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	selumetinib:tretinoin (2:1 mol/mol)
660176	selumetinib:vorinostat (8:1 mol/mol)	BRD-M98616540	150	probe	combination	MAP2K1;MAP2K2;HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of MEK1 and MEK2;inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8			ONC(=O)CCCCCCC(=O)Nc1ccccc1.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	selumetinib:vorinostat (8:1 mol/mol)
660177	selumetinib:JQ-1 (4:1 mol/mol)	BRD-M46138460	170	probe	combination	MAP2K1;MAP2K2;BRDT	inhibitor of MEK1 and MEK2;inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins			Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO.Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1	selumetinib:JQ-1 (4:1 mol/mol)
660178	selumetinib:BRD-A02303741 (4:1 mol/mol)	BRD-M65857522	170	probe	combination	MAP2K1;MAP2K2;DOT1L	inhibitor of MEK1 and MEK2;inhibitor of histone methyltransferases			Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO.CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12	selumetinib:BRD-A02303741 (4:1 mol/mol)
660179	tretinoin:navitoclax (4:1 mol/mol)	BRD-M74379094	83	probe	combination	RARA;RARB;RARG;BCL2;BCL2L1;BCL2L2	agonist of retinoid acid receptors;inhibitor of BCL2, BCL-xL, and BCL-W			CC(=C/CO)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	tretinoin:navitoclax (4:1 mol/mol)
660180	decitabine:navitoclax (2:1 mol/mol)	BRD-M43399311	50	probe	combination	DNMT1;BCL2;BCL2L1;BCL2L2	inhibitor of DNA methyltransferase;inhibitor of BCL2, BCL-xL, and BCL-W			Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	decitabine:navitoclax (2:1 mol/mol)
660181	tretinoin:carboplatin (2:1 mol/mol)	BRD-M31706333	100	probe	combination	RARA;RARB;RARG	agonist of retinoid acid receptors;inducer of DNA damage			O=C1O[Pt]OC(=O)C11CCC1.CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/CO	tretinoin:carboplatin (2:1 mol/mol)
660201	necrostatin-7	BRD-K50145167	66	probe	lit-search		inhibitor of necroptosis	Cayman	10528	Fc1ccc(cc1)-c1n[nH]cc1C=C1SC(=N)N(C1=O)c1nccs1	necrostatin-7
660202	PYR-41	BRD-K60750172	66	probe	lit-search	UBA1	inhibitor of ubiquitin-activating enzyme in cells	Tocris Bioscience;Tocris Bioscience	4088;2978	CCOC(=O)c1ccc(cc1)N1NC(=O)C(=Cc2ccc(o2)[N+]([O-])=O)C1=O	PYR-41
660206	I-BET151	BRD-K36363294	66	probe	chromatin;lit-search	BRD2;BRD3;BRD4	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins	ChemieTek	CT-BET151 .	COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C	I-BET151
660207	lomeguatrib	BRD-K27955832	66	clinical	lit-search	MGMT	inhibitor of methylguanine-DNA methyltransferase	Tocris Bioscience	4359	Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1	lomeguatrib
660208	PF-184	BRD-K11593101	66	probe	kinome	IKBKB	inhibitor of IKK-2	Tocris Bioscience	4238	C[C@@]1(CO)CN(C[C@]1(C)CO)c1cc(C(=O)Nc2ccc3CCc4c(nn(c4-c3c2)-c2ccc(F)cc2)C(N)=O)c(Cl)cn1	PF-184
660216	tanespimycin:gemcitabine (1:1 mol/mol)	BRD-M41695494	33	probe	combination	HSP90AA1;CMPK1;RRM1;TYMS	inhibitor of HSP90;inhibitor of DNA replication; inhibitor of ribonucleotide reductase, thymidylate synthetase, and cytidine monophosphate (UMP-CMP) kinase			Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1.CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O	tanespimycin:gemcitabine (1:1 mol/mol)
660217	docetaxel:tanespimycin (2:1 mol/mol)	BRD-M60574774	50	probe	combination	HSP90AA1	inhibitor of microtubule assembly;inhibitor of HSP90			CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O.CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C	docetaxel:tanespimycin (2:1 mol/mol)
660218	selumetinib:MK-2206 (8:1 mol/mol)	BRD-M34300043	150	probe	combination	MAP2K1;MAP2K2;AKT1	inhibitor of MEK1 and MEK2;inhibitor of AKT1			Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO.NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1	selumetinib:MK-2206 (8:1 mol/mol)
660219	navitoclax:PLX-4032 (1:1 mol/mol)	BRD-M55709992	33	probe	combination	BCL2;BCL2L1;BCL2L2;BRAF	inhibitor of BCL2, BCL-xL, and BCL-W;inhibitor of BRAF			CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:PLX-4032 (1:1 mol/mol)
660220	selumetinib:piperlongumine (8:1 mol/mol)	BRD-M89326994	150	probe	combination	MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2;natural product; modulator of ROS levels			COc1cc(\C=C\C(=O)N2CCC=CC2=O)cc(OC)c1OC.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	selumetinib:piperlongumine (8:1 mol/mol)
660221	tanespimycin:bortezomib (250:1 mol/mol)	BRD-M09675615	17	probe	combination	HSP90AA1;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of HSP90;inhibitor of 26S proteasome			CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O.CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O	tanespimycin:bortezomib (250:1 mol/mol)
660222	navitoclax:MST-312 (1:1 mol/mol)	BRD-M71072276	33	probe	combination	BCL2;BCL2L1;BCL2L2;TERT	inhibitor of BCL2, BCL-xL, and BCL-W;inhibitor of telomerase reverse transcriptase			Oc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(O)c3O)c2)c1O.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:MST-312 (1:1 mol/mol)
660223	carboplatin:etoposide (40:17 mol/mol)	BRD-M63575423	48	probe	combination	TOP2A	inducer of DNA damage;inhibitor of topoisomerase II			O=C1O[Pt]OC(=O)C11CCC1.COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12	carboplatin:etoposide (40:17 mol/mol)
660224	piperlongumine:MST-312 (1:1 mol/mol)	BRD-M37545453	33	probe	combination	TERT	natural product; modulator of ROS levels;inhibitor of telomerase reverse transcriptase			COc1cc(\C=C\C(=O)N2CCC=CC2=O)cc(OC)c1OC.Oc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(O)c3O)c2)c1O	piperlongumine:MST-312 (1:1 mol/mol)
660225	navitoclax:gemcitabine (1:1 mol/mol)	BRD-M68535767	33	probe	combination	BCL2;BCL2L1;BCL2L2;CMPK1;RRM1;TYMS	inhibitor of BCL2, BCL-xL, and BCL-W;inhibitor of DNA replication; inhibitor of ribonucleotide reductase, thymidylate synthetase, and cytidine monophosphate (UMP-CMP) kinase			Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:gemcitabine (1:1 mol/mol)
660227	JW-480	BRD-K99655327	66	probe	lit-search	NCEH1	inhibitor of serine hydrolase enzyme NCEH	Tocris Bioscience	4327	CC(C)c1ccccc1OC(=O)NCCc1ccc2ccccc2c1	JW-480
660228	BMS-195614	BRD-K45935533	66	probe	chromatin;lit-search	RARA;RARB;RARG	antagonist of retinoic acid receptors	Tocris Bioscience	3660	CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O	BMS-195614
660229	BRD-K07442505	BRD-K07442505	66	probe	outreach	BAX	stapled helical peptide activating BAX	Dana Farber Cancer Institute;Dana Farber Cancer Institute	DFCI-LW13	CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1	BRD-K07442505
660230	BRD-K35604418	BRD-K35604418	270	probe	outreach	MCL1	inhibitor of MCL1	Dana Farber Cancer Institute		Cc1cs\c(=N/C2CCCCC2)n1\N=C\c1ccc(O)c(O)c1O	BRD-K35604418
660238	SB-743921	BRD-K62358710	33	clinical	lit-search	KIF11	inhibitor of kinesin 11	Selleck	S2182	CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1	SB-743921
660245	GSK525762A	BRD-K08109215	66	probe	chromatin;lit-search	BRD2;BRD3;BRD4	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins	EMD Biosciences	401010	CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12	GSK525762A
660246	navitoclax:pluripotin (1:1 mol/mol)	BRD-M07227555	33	probe	combination	BCL2;BCL2L1;BCL2L2;MAPK1;RASAL1	inhibitor of BCL2, BCL-xL, and BCL-W;promoter of embryonic stem cell self-renewal; inhibitor of Ras-GAP and ERK			CN1C(=O)N(Cc2cnc(Nc3cc(C)nn3C)nc12)c1cc(NC(=O)c2cccc(c2)C(F)(F)F)ccc1C.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:pluripotin (1:1 mol/mol)
660247	JQ-1:carboplatin (1:1 mol/mol)	BRD-M11510342	66	probe	combination	BRDT	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins;inducer of DNA damage			O=C1O[Pt]OC(=O)C11CCC1.Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1	JQ-1:carboplatin (1:1 mol/mol)
660248	selumetinib:navitoclax (8:1 mol/mol)	BRD-M39644375	150	probe	combination	MAP2K1;MAP2K2;BCL2;BCL2L1;BCL2L2	inhibitor of MEK1 and MEK2;inhibitor of BCL2, BCL-xL, and BCL-W			Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	selumetinib:navitoclax (8:1 mol/mol)
660249	selumetinib:decitabine (4:1 mol/mol)	BRD-M45217710	170	probe	combination	MAP2K1;MAP2K2;DNMT1	inhibitor of MEK1 and MEK2;inhibitor of DNA methyltransferase			Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1.Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	selumetinib:decitabine (4:1 mol/mol)
660250	decitabine:carboplatin (1:1 mol/mol)	BRD-M60251345	66	probe	combination	DNMT1	inhibitor of DNA methyltransferase;inducer of DNA damage			O=C1O[Pt]OC(=O)C11CCC1.Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1	decitabine:carboplatin (1:1 mol/mol)
660251	SNX-2112:bortezomib (250:1 mol/mol)	BRD-M68452404	17	probe	combination	HSP90AA1;HSP90B1;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of HSP90alpha and HSP90beta;inhibitor of 26S proteasome			CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O.CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1	SNX-2112:bortezomib (250:1 mol/mol)
660252	JQ-1:navitoclax (2:1 mol/mol)	BRD-M87479906	50	probe	combination	BRDT;BCL2;BCL2L1;BCL2L2	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins;inhibitor of BCL2, BCL-xL, and BCL-W			Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	JQ-1:navitoclax (2:1 mol/mol)
660253	JQ-1:MK-0752 (1:1 mol/mol)	BRD-M94343540	66	probe	combination	BRDT;APH1A;NCSTN;PSEN1;PSENEN	inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins;inhibitor of gamma-secretase			OC(=O)CC[C@H]1CC[C@@](CC1)(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1.Cc1sc-2c(c1C)C(=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n-21)c1ccc(Cl)cc1	JQ-1:MK-0752 (1:1 mol/mol)
660268	BRD-A02303741:navitoclax (2:1 mol/mol)	BRD-M76874421	50	probe	combination	DOT1L;BCL2;BCL2L1;BCL2L2	inhibitor of histone methyltransferases;inhibitor of BCL2, BCL-xL, and BCL-W			CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	BRD-A02303741:navitoclax (2:1 mol/mol)
660269	salermide:PLX-4032 (12:1 mol/mol)	BRD-M86771886	220	probe	combination	SIRT1;SIRT2;BRAF	inhibitor of sirtuin 1 and sirtuin 2;inhibitor of BRAF			CC(C(=O)Nc1cccc(c1)\N=C\c1c(O)ccc2ccccc12)c1ccccc1.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F	salermide:PLX-4032 (12:1 mol/mol)
660270	UNC0638:navitoclax (1:1 mol/mol)	BRD-M97749165	33	probe	combination	EHMT1;EHMT2;BCL2;BCL2L1;BCL2L2	inhibitor of EHMT2 and GLP methyltransferase;inhibitor of BCL2, BCL-xL, and BCL-W			COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	UNC0638:navitoclax (1:1 mol/mol)
660271	BRD-A02303741:carboplatin (1:1 mol/mol)	BRD-M48845972	66	probe	combination	DOT1L	inhibitor of histone methyltransferases;inducer of DNA damage			O=C1O[Pt]OC(=O)C11CCC1.CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12	BRD-A02303741:carboplatin (1:1 mol/mol)
660280	doxorubicin:navitoclax (2:1 mol/mol)	BRD-M01915239	50	probe	combination	TOP2A;BCL2;BCL2L1;BCL2L2	inhibitor of topoisomerase II;inhibitor of BCL2, BCL-xL, and BCL-W			COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	doxorubicin:navitoclax (2:1 mol/mol)
660281	selumetinib:UNC0638 (4:1 mol/mol)	BRD-M39460218	170	probe	combination	MAP2K1;MAP2K2;EHMT1;EHMT2	inhibitor of MEK1 and MEK2;inhibitor of EHMT2 and GLP methyltransferase			Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO.COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)C1CCCCC1	selumetinib:UNC0638 (4:1 mol/mol)
660282	alisertib:navitoclax (2:1 mol/mol)	BRD-M07476339	50	probe	combination	AURKA;AURKB;BCL2;BCL2L1;BCL2L2	inhibitor of aurora kinases A and B;inhibitor of BCL2, BCL-xL, and BCL-W			COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	alisertib:navitoclax (2:1 mol/mol)
660283	navitoclax:sorafenib (1:1 mol/mol)	BRD-M03799014	50	probe	combination	BCL2;BCL2L1;BCL2L2;BRAF;FLT3;KDR;RAF1	inhibitor of BCL2, BCL-xL, and BCL-W;inhibitor of BRAF, CRAF, and VEGFR2			CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:sorafenib (1:1 mol/mol)
660284	navitoclax:piperlongumine (1:1 mol/mol)	BRD-M43334969	33	probe	combination	BCL2;BCL2L1;BCL2L2	inhibitor of BCL2, BCL-xL, and BCL-W;natural product; modulator of ROS levels			COc1cc(\C=C\C(=O)N2CCC=CC2=O)cc(OC)c1OC.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	navitoclax:piperlongumine (1:1 mol/mol)
660286	SMER-3	BRD-K92960067	66	probe	lit-search	CUL1;SKP1	inhibitor of E3-ubiquitin ligase	Tocris Bioscience	4375	O=C1c2ccccc2-c2nc3nonc3nc12	SMER-3
660287	NVP-ADW742	BRD-K15179513	66	probe	kinome	IGF1R	inhibitor of insulin-like growth factor 1 receptor	Selleck	S1088	Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1	NVP-ADW742
660288	clofarabine	BRD-K34022604	66	FDA	std-of-care		inducer of DNA damage	Selleck	S1218	Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F	clofarabine
660301	vorinostat:navitoclax (4:1 mol/mol)	BRD-M23798888	33	probe	combination	HDAC1;HDAC2;HDAC3;HDAC6;HDAC8;BCL2;BCL2L1;BCL2L2	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8;inhibitor of BCL2, BCL-xL, and BCL-W			ONC(=O)CCCCCCC(=O)Nc1ccccc1.CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1	vorinostat:navitoclax (4:1 mol/mol)
660304	XL765	BRD-K75308783	66	clinical	kinome	MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC	inhibitor of mTOR and PI3K kinase acitivities	Selleck	S1523	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1	XL765
660306	AZD1480	BRD-K65928735	66	clinical	CTEP;kinome	JAK1;JAK2	inhibitor of Janus kinases 1 and 2	Selleck	S2162	C[C@H](Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1	AZD1480
660314	ML258	BRD-A82720512	66	probe	outreach	BCL2L10	inhibitor of BIM-BCL-B interaction	Sanford-Burnham Medical Research Institute		COc1ccc(CN2c3nnnn3C3C(C2=O)C2(CCCC2)Cc2ccccc32)cc1	ML258
660317	SR1001	BRD-K47981327	66	probe	chromatin;lit-search	RORA;RORC	synthetic ROR ligand; suppressor of TH17 differentiation	Cayman	10922	CC(=O)Nc1nc(C)c(s1)S(=O)(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F	SR1001
